author,title,sentence,sentence_nr,words,kind
"Twain, Mark",The Gilded Age: A Tale of Today,And there we strike Columbus Riverpass me two or three skeins of thread to stand for the river the sugar bowl will do for Hawkeye and the rat trap for Stones LandingNapoleon I meanand you can see how much better Napoleon is located than Hawkeye,39048,Columbus River,location
"Twain, Mark",The Gilded Age: A Tale of Today,There aint such another missionary field outside the jungles of Central Africa,39088,Africa,location
"Twain, Mark",The Gilded Age: A Tale of Today,There aint such another missionary field outside the jungles of Central Africa,39088,Central Africa,location
"Twain, Mark",The Gilded Age: A Tale of Today,You see what it is as far as Ive got and if I had enough bottles and soap and bootjacks and such things to carry it along to where it joins onto the Union Pacific fourteen hundred miles from here I should exhibit to you in that little internal improvement a spectacle of inconceivable sublimity,39093,Pacific,location
"Twain, Mark",The Gilded Age: A Tale of Today,Part 4 CONTENTS CHAPTER XXVIII Visit to Headquarters in Wall StreetHow Appropriations Are Obtained and Their Cost CHAPTER XXIX Philips Experience With the RailRoad ConductorSurveys His Mining Property CHAPTER XXX Laura and Col Sellers Go To Washington On Invitation of Senator Dilworthy CHAPTER XXXI Philip and Harry at the BoltonsPhilip Seriously InjuredRuths First Case of Surgery CHAPTER XXXII Laura Becomes a Famous Belle at Washington CHAPTER XXXIII Society in WashingtonThe Antiques the Parvenus and the Middle Aristocracy CHAPTER XXXIV Grand Scheme ,39102,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,For Disposing of the Tennessee LandLaura and Washington Hawkins Enjoying the Reputation of Being Millionaires CHAPTER XXXV About SenatorsTheir Privileges and Habits CHAPTER XXXVI An Hour in a Book Store ILLUSTRATIONS 91,39103,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,For Disposing of the Tennessee LandLaura and Washington Hawkins Enjoying the Reputation of Being Millionaires CHAPTER XXXV About SenatorsTheir Privileges and Habits CHAPTER XXXVI An Hour in a Book Store ILLUSTRATIONS 91,39103,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,Whatever may have been the language of Harrys letter to the Colonel the information it conveyed was condensed or expanded one or the other from the following episode of his visit to New York He called with official importance in his mien at No Wall street where a great gilt sign betokened the presence of the headquarters of the Columbus River SlackWater Navigation Company,39142,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,Whatever may have been the language of Harrys letter to the Colonel the information it conveyed was condensed or expanded one or the other from the following episode of his visit to New York He called with official importance in his mien at No Wall street where a great gilt sign betokened the presence of the headquarters of the Columbus River SlackWater Navigation Company,39142,Columbus River,location
"Twain, Mark",The Gilded Age: A Tale of Today,Now instead of requiring you to forward this aggregate of $16000 or $17000 to New York the company voted unanimously to let you pay it over to the contractors laborers from time to time and give you credit on the books for it,39183,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,And then theres your contributions as a company to Chicago fires and Boston fires and orphan asylums and all that sort of thinghead the list you see with the companys full name and a thousand dollars set oppositegreat card sirone of the finest advertisements in the worldthe preachers mention it in the pulpit when its a religious charityone of the happiest advertisements in the world is your benevolent donation,39216,Boston,location
"Twain, Mark",The Gilded Age: A Tale of Today,And then theres your contributions as a company to Chicago fires and Boston fires and orphan asylums and all that sort of thinghead the list you see with the companys full name and a thousand dollars set oppositegreat card sirone of the finest advertisements in the worldthe preachers mention it in the pulpit when its a religious charityone of the happiest advertisements in the world is your benevolent donation,39216,Chicago,location
"Twain, Mark",The Gilded Age: A Tale of Today,But how would it strike you if I were to say that I was in Washington all the time this bill was pending,39237,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,What a stoneblind idiot I have been Well take it all around I suppose you had a pleasant time in Washington said the president gathering up the letters of course you must have had,39269,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Several of us took turns at logrolling in Washington and if we had charged anything for that service none of that $10000 would ever have reached New York,39281,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Several of us took turns at logrolling in Washington and if we had charged anything for that service none of that $10000 would ever have reached New York,39281,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,Well lets see Spent in Washington say $191000 Printing advertising etc say $118000 Charity say $16000       Total $325000 The money to do that with comes from Appropriation $200000 Ten per cent assessment on capital of $1000000 $100000       Total $300000 Which leaves us in debt some $25000 at this moment,39285,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington had refused at the last moment to take $40000 for the Tennessee Land and had demanded $150000,39312,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington had refused at the last moment to take $40000 for the Tennessee Land and had demanded $150000,39312,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,So the trade fell through and now Washington was wailing because he had been so foolish,39313,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Philip Sterling was on his way to Ilium in the state of Pennsylvania,39326,Pennsylvania,location
"Twain, Mark",The Gilded Age: A Tale of Today,Thereupon a young sprig from the East blustered like a Shanghai rooster and began to sass the conductor with his chin music,39363,Shanghai,location
"Twain, Mark",The Gilded Age: A Tale of Today,Once more Louise had good news from her WashingtonSenator Dilworthy was going to sell the Tennessee Land to the government,39452,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Once more Louise had good news from her WashingtonSenator Dilworthy was going to sell the Tennessee Land to the government,39452,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,Well that is neither here nor there what I want is to go to Washington and find out what I am,39461,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,It came officially through brother Washington the private Secretary who appended a postscript that was brimming with delight over the prospect of seeing the Duchess again,39465,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,In Washingtons letter were several important enclosures,39467,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,For instance there was the Senators check for $2000to buy suitable clothing in New York with,39468,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,With the check came two through ticketsgood on the railroad from Hawkeye to Washington via New Yorkand they were deadhead tickets too which had been given to Senator Dilworthy by the railway companies,39472,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,With the check came two through ticketsgood on the railroad from Hawkeye to Washington via New Yorkand they were deadhead tickets too which had been given to Senator Dilworthy by the railway companies,39472,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington suggested that she get some old friend of the family to come with her and said the Senator would deadhead him home again as soon as he had grown tired of the sights of the capital,39475,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She told him about her invitation to Washington,39481,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She wrote Washington to look for her and Col Sellers toward the end of November and at about the time set the two travelers arrived safe in the capital of the nation sure enough,39499,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Spensers Faerie Queens,39502,Queens,location
"Twain, Mark",The Gilded Age: A Tale of Today,Mr Henry Brierly was exceedingly busy in New York so he wrote Col Sellers but he would drop everything and go to Washington,39503,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Mr Henry Brierly was exceedingly busy in New York so he wrote Col Sellers but he would drop everything and go to Washington,39503,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Colonel believed that Harry was the prince of lobbyists a little too sanguine may be and given to speculation but then he knew everybody the Columbus River navigation scheme was got through almost entirely by his aid,39504,Columbus River,location
"Twain, Mark",The Gilded Age: A Tale of Today,Theres old Balsam was in the Interiorused to be the Rev Orson Balsam of Iowahes made the riffle on the Injun great Injun pacificator and land dealer,39510,Pacific,location
"Twain, Mark",The Gilded Age: A Tale of Today,Theres old Balsam was in the Interiorused to be the Rev Orson Balsam of Iowahes made the riffle on the Injun great Injun pacificator and land dealer,39510,Iowa,location
"Twain, Mark",The Gilded Age: A Tale of Today,I do reckon he is the best friend the colored man has got in Washington,39512,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Though Harry was in a hurry to reach Washington he stopped in Philadelphia and prolonged his visit day after day greatly to the detriment of his business both in New York and Washington,39513,Philadelphia,location
"Twain, Mark",The Gilded Age: A Tale of Today,Though Harry was in a hurry to reach Washington he stopped in Philadelphia and prolonged his visit day after day greatly to the detriment of his business both in New York and Washington,39513,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Though Harry was in a hurry to reach Washington he stopped in Philadelphia and prolonged his visit day after day greatly to the detriment of his business both in New York and Washington,39513,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,The blundering fellow poured all his doubts and anxieties into her ear as if she had been the impassive occupant of one of those little wooden confessionals in the Cathedral on Logan Square,39550,Logan Square,location
"Twain, Mark",The Gilded Age: A Tale of Today,With Mr Bolton he was the serious man of business enjoying the confidence of many of the monied men in New York whom Mr Bolton knew and engaged with them in railway schemes and government contracts,39569,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,It always seemed to him the most peaceful religion he thought it must be much easier to live by an internal light than by a lot of outward rules he had a dear Quaker aunt in Providence of whom Mrs Bolton constantly reminded him,39572,Quaker,location
"Twain, Mark",The Gilded Age: A Tale of Today,I believe I would begin attending lectures this winter if it werent for being wanted in Washington,39592,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,There was a concert one night at the Musical Fund Hall and the four had arranged to go in and return by the Germantown cars,39614,Germantown,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washingtons delight in his beautiful sister was measureless,39656,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,But your criticisms are too full of brotherly partiality to be depended on Washington,39658,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,There will never be a woman in Washington that can compare with you,39662,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,During a week or two Washington drove about the city every day with her and familiarized her with all of its salient features,39667,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Here was a larger field and a wider competition but still she saw that many eyes were uplifted toward her face and that first one person and then another called a neighbors attention to her she was not too dull to perceive that the speeches of some of the younger statesmen were delivered about as much and perhaps more at her than to the presiding officer and she was not sorry to see that the dapper young Senator from Iowa came at once and stood in the open space before the presidents desk to exhibit his feet as soon as she entered the gallery whereas she had early learned from common report that his usual custom was to prop them on his desk and enjoy them himself with a selfish disregard of other peoples longings,39672,Iowa,location
"Twain, Mark",The Gilded Age: A Tale of Today,Senator Dilworthy had become well convinced by this time that his judgment of the countrybred Missouri girl had not deceived himit was plain that she was going to be a peerless missionary in the field of labor he designed her for and therefore it would be perfectly safe and likewise judicious to send her forth well panoplied for her workSo he had added new and still richer costumes to her wardrobe and assisted their attractions with costly jewelryloans on the future land sale,39675,Missouri,location
"Twain, Mark",The Gilded Age: A Tale of Today,Introductions followed and then the usual original question How do you like Washington Miss Hawkins supplemented by that other usual original question Is this your first visit,39681,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,I do like WashingtonI like it ever so much No but I was going to ask Yes I am coming to it coming to it as fast as I can,39687,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Of course she likes WashingtonIm not such a dummy as to have to ask her that,39692,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She is the reigning belle of Washington after this night,39697,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Now shes illuminating that stuffy Congressman from Massachusettsvulgar ungrammatcal shovelmakergreasy knave of spades,39706,Massachusetts,location
"Twain, Mark",The Gilded Age: A Tale of Today,And now its Splurge of New York and now its Batters of New Hampshireand now the Vice President,39719,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,And now its Splurge of New York and now its Batters of New Hampshireand now the Vice President,39719,New Hampshire,location
"Twain, Mark",The Gilded Age: A Tale of Today,One thing annoyed Harry a great deal and that was the reflection that he might have been in Washington days and days ago and thrown his fascinations about Laura with permanent effect while she was new and strange to the capital instead of dawdling in Philadelphia to no purpose,39732,Philadelphia,location
"Twain, Mark",The Gilded Age: A Tale of Today,One thing annoyed Harry a great deal and that was the reflection that he might have been in Washington days and days ago and thrown his fascinations about Laura with permanent effect while she was new and strange to the capital instead of dawdling in Philadelphia to no purpose,39732,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Laura soon discovered that there were three distinct aristocracies in Washington,39740,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington is not a dull city in the season said the young lady,39807,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,We of Washington are unfortunately situated in that respect said the dowager,39810,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,It is a tedious distance to Newport,39811,Newport,location
"Twain, Mark",The Gilded Age: A Tale of Today,Laura said to herself Long Branch and Cape May are nearer than Newport doubtless these places are low Ill feel my way a little and see,39813,Newport,location
"Twain, Mark",The Gilded Age: A Tale of Today,Newport is damp and cold and windy and excessively disagreeable  said the daughter but it is very select,39818,Newport,location
"Twain, Mark",The Gilded Age: A Tale of Today,Laura remained in the drawingroom and left them to pilot themselves out of the housean inhospitable thing it seemed to her but then she was following her instructions,39822,Maine,location
"Twain, Mark",The Gilded Age: A Tale of Today,The first call Laura received from the other extremity of the Washington aristocracy followed close upon the heels of the one we have just been describing,39826,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Hon Higgins had not come to serve his country in Washington for nothing,39843,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,The appropriation which he had engineered through Congress for the maintenance of the Indians in his Territory would have made all those savages rich if it had ever got to them,39844,India,location
"Twain, Mark",The Gilded Age: A Tale of Today,Her English was fair enough as a general thingthough being of New York origin she had the fashion peculiar to many natives of that city of pronouncing saw and law as if they were spelt sawr and lawr,39847,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,When he first landed in New York with his wife he had only halted at Castle Garden for a few minutes to receive and exhibit papers showing that he had resided in this country two yearsand then he voted the democratic ticket and went up town to hunt a house,39851,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,By and by the newspapers came out with exposures and called Weed and ORiley thieveswhereupon the people rose as one man voting repeatedly and elected the two gentlemen to their proper theatre of action the New York legislature,39869,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,attached to his name for titles never die in America although we do take a republican pride in poking fun at such trifles sailed for Europe with his family,39876,America,location
"Twain, Mark",The Gilded Age: A Tale of Today,attached to his name for titles never die in America although we do take a republican pride in poking fun at such trifles sailed for Europe with his family,39876,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,They traveled all about turning their noses up at every thing and not finding it a difficult thing to do either because nature had originally given those features a cast in that direction and finally they established themselves in Paris that Paradise of Americans of their sortThey,39877,America,location
"Twain, Mark",The Gilded Age: A Tale of Today,They traveled all about turning their noses up at every thing and not finding it a difficult thing to do either because nature had originally given those features a cast in that direction and finally they established themselves in Paris that Paradise of Americans of their sortThey,39877,Paris,location
"Twain, Mark",The Gilded Age: A Tale of Today,How do you like Washington Laura liked it very well indeed,39885,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,A body lives in Paris but a body only stays here,39896,Paris,location
"Twain, Mark",The Gilded Age: A Tale of Today,I dote on Paris Id druther scrimp along on ten thousand dollars a year there than suffer and worry here on a real decent income,39897,Paris,location
"Twain, Mark",The Gilded Age: A Tale of Today,I would so like to go to France,39918,France,location
"Twain, Mark",The Gilded Age: A Tale of Today,I saw a lady from Florida last week and she recommended Key West,39939,Florida,location
"Twain, Mark",The Gilded Age: A Tale of Today,If Francois dont get better soon weve got to look out for some other place or else Europe,39943,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,He has a fine European reputation too,39957,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,No Why that is strangebut come to remember youve all been away to Richmond,39966,Richmond,location
"Twain, Mark",The Gilded Age: A Tale of Today,By and by I flung out next door and dragged in Dr Sprague President of the Medical University no time to go for our own doctor of courseand the minute he saw Francois he said Send for your own physician madam said it as cross as a bear too and turned right on his heel and cleared out without doing a thing,39973,Prague,location
"Twain, Mark",The Gilded Age: A Tale of Today,But we hurried off the servants after our own doctor and telegraphed mothershe was in New York and rushed down on the first train and when the doctor got there lo and behold you he found Francois had broke one of his legs too EverybodyGoodness Mrs OYes,39977,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,It was at Newport and we wouldnt trust hired nurses,39988,Newport,location
"Twain, Mark",The Gilded Age: A Tale of Today,As impossible and exasperating as this conversation may sound to a person who is not an idiot it is scarcely in any respect an exaggeration of one which one of us actually listened to in an American drawing roomotherwise we could not venture to put such a chapter into a book which professes to deal with social possibilitiesTHE,40005,America,location
"Twain, Mark",The Gilded Age: A Tale of Today,The more she thought of these people and their extraordinary talk the more offensive they seemed to her and yet she confessed that if one must choose between the two extreme aristocracies it might be best on the whole looking at things from a strictly business point of view to herd with the Parvenus she was in Washington solely to compass a certain matter and to do it at any cost and these people might be useful to her while it was plain that her purposes and her schemes for pushing them would not find favor in the eyes of the Antiques,40009,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,But the best aristocracy of the three Washington castes and really the most powerful by far was that of the Middle Ground It was made up of the families of public men from nearly every state in the Unionmen who held positions in both the executive and legislative branches of the government and whose characters had been for years blemishless both at home and at the capital,40011,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Long ago when the possibility had first been brought before her mind that some day she might move in Washington society she had recognized the fact that practiced conversational powers would be a necessary weapon in that field she had also recognized the fact that since her dealings there must be mainly with men and men whom she supposed to be exceptionally cultivated and able she would need heavier shot in her magazine than mere brilliant society nothings whereupon she had at once entered upon a tireless and elaborate course of reading and had never since ceased to devote every unoccupied moment to this sort of preparation,40026,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Having now acquired a happy smattering of various information she used it with good effectshe passed for a singularly well informed woman in Washington,40027,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,When Laura had been in Washington three months she was still the same person in one respect that she was when she first arrived therethat is to say she still bore the name of Laura Hawkins,40030,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She kept her mother and Washington freely supplied with money and did the same by Col Sellerswho always insisted upon giving his note for loanswith interest he was rigid upon that she must take interest and one of the Colonels greatest satisfactions was to go over his accounts and note what a handsome sum this accruing interest amounted to and what a comfortable though modest support it would yield Laura in case reverses should overtake her,40035,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Perhaps they came to worship her riches but they remained to worship her,40047,Maine,location
"Twain, Mark",The Gilded Age: A Tale of Today,Poor Washington gradually woke up to the fact that he too was an intellectual marvel as well as his gifted sister,40052,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington was as much in the dark as anybody with regard to the great wealth that was hovering in the air and seemingly on the point of tumbling into the family pocket,40065,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Dont mention me in the matter at all Washington,40088,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She said You dont change Washington,40097,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,He said he should like to help the negro his heart went out to the negro and all thatplenty of them say that but he was a little afraid of the Tennessee Land bill if Senator Dilworthy wasnt in it he should suspect there was a fraud on the government,40117,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,Nothing like a soninlaw here in Washington or a brotherinlaw   ,40200,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,While Laura is on her errand to find Mr Buckstone it may not be out of the way to remark that she knew quite as much of Washington life as Senator Dilworthy gave her credit for and more than she thought proper to tell him,40227,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Now Colonel can you picture Jefferson or Washington or John Adams franking their wardrobes through the mails and adding the facetious idea of making the government responsible for the cargo for the sum of one dollar and five cents,40241,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,He is spoken of for the post of Minister to China or Austria and I hope will be appointed,40245,China,location
"Twain, Mark",The Gilded Age: A Tale of Today,He is spoken of for the post of Minister to China or Austria and I hope will be appointed,40245,Austria,location
"Twain, Mark",The Gilded Age: A Tale of Today,He was exofficio Indian agent too,40253,India,location
"Twain, Mark",The Gilded Age: A Tale of Today,Many a man would have taken the Indian appropriation and devoted the money to feeding and clothing the helpless savages whose land had been taken from them by the white man in the interests of civilization but Balloon knew their needs better,40254,India,location
"Twain, Mark",The Gilded Age: A Tale of Today,Governor Balloon was nothing less than a father to the poor Indians,40257,India,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Colonel interrupted himself at this point to meet an engagement with the Austrian minister and took his leave with his usual courtly bow,40273,Austria,location
"Twain, Mark",The Gilded Age: A Tale of Today,A dapper clerk of perhaps nineteen or twenty years with hair accurately parted and surprisingly slick came bustling up and leaned over with a pretty smile and an affable Can Iwas there any particular book you wished to see Have you Taines England Beg pardon Taines Notes on England,40276,England,location
"Twain, Mark",The Gilded Age: A Tale of Today,Then both came forward and the proprietor said Is it an American book mam No it is an American reprint of an English translation,40289,America,location
"Twain, Mark",The Gilded Age: A Tale of Today,Once or twice I have traveled in the carsand there you know the peanut boy always measures you with his eye and hands you out a book of murders if you are fond of theology or Tupper or a dictionary or T S Arthur if you are fond of poetry or he hands you a volume of distressing jokes or a copy of the American Miscellany if you particularly dislike that sort of literary fatty degeneration of the heartjust for the world like a pleasant spoken wellmeaning gentleman in any bookstore,40347,America,location
"Twain, Mark",The Gilded Age: A Tale of Today,She glanced up the street and sure enough Part 5 CONTENTS CHAPTER XXXVII Representative Buckstone and Lauras Strategic Coquetry CHAPTER XXXVIII Reception Day in WashingtonLaura Again Meets Col Selby and the Effect Upon Her CHAPTER XXXIX Col Selby Visits Laura and Effects a Reconciliation CHAPTER XL Col Sellers Career in WashingtonLauras Intimacy With Col Selby is Talked About CHAPTER XLI Harry Brierly Becomes Entirely Infatuated With LauraDeclares His Love and Gets Laughed At CHAPTER XLII How The Hon Mr Trollop Was Induced to Vote For Lauras Bill CHAPTER XLIII Progress of the Bill in the House CHAPTER XLIV Philip in WashingtonVisits Laura CHAPTER XLV The Passage of the Bill in the House of Representatives ILLUSTRATIONS 128,40366,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,I have often wished you would come and tell me more about Cairo and the Pyramids as you once promised me you would,40424,Cairo,location
"Twain, Mark",The Gilded Age: A Tale of Today,Thats Washington Hawkinsher brother,40495,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Very old family old Kentucky family I believe,40497,Kentucky,location
"Twain, Mark",The Gilded Age: A Tale of Today,Hes got enormous landed property in Tennessee I think,40498,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,I thought he was some guy from Pennsylvania,40503,Pennsylvania,location
"Twain, Mark",The Gilded Age: A Tale of Today,Her house was one of the most popular in Washington,40507,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Mrs Schoonmaker was as natural and unaffected in Washington society as she was in her own New York house and kept up the spirit of homelife there with her husband and children,40509,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Mrs Schoonmaker was as natural and unaffected in Washington society as she was in her own New York house and kept up the spirit of homelife there with her husband and children,40509,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington is a microcosm and one can suit himself with any sort of society within a radius of a mile,40511,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,To a large portion of the people who frequent Washington or dwell there the ultra fashion the shoddy the jobbery are as utterly distasteful as they would be in a refined New England City,40512,England,location
"Twain, Mark",The Gilded Age: A Tale of Today,To a large portion of the people who frequent Washington or dwell there the ultra fashion the shoddy the jobbery are as utterly distasteful as they would be in a refined New England City,40512,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,To a large portion of the people who frequent Washington or dwell there the ultra fashion the shoddy the jobbery are as utterly distasteful as they would be in a refined New England City,40512,New England,location
"Twain, Mark",The Gilded Age: A Tale of Today,To a large portion of the people who frequent Washington or dwell there the ultra fashion the shoddy the jobbery are as utterly distasteful as they would be in a refined New England City,40512,New England City,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington began to feel that the eyes of the public were on him also and his eyes rolled about now towards the ceiling now towards the floor in an effort to look unconscious,40520,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Its awful hot said Washington,40529,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington weather generally cannot be very congenial to you Its congenial said Washington brightening up when its not congealed,40532,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington launched out an observation of his own,40537,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington was about settling himself into his narrative style when Mrs Gen McFingal caught his eye,40547,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington had not,40549,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Alabama business you know,40551,Alabama,location
"Twain, Mark",The Gilded Age: A Tale of Today,Gen Sutler of Massachusetts defied England and they say he wants war,40552,England,location
"Twain, Mark",The Gilded Age: A Tale of Today,Gen Sutler of Massachusetts defied England and they say he wants war,40552,Massachusetts,location
"Twain, Mark",The Gilded Age: A Tale of Today,If we do have war I hope it will be for the patriots of Cuba,40557,Cuba,location
"Twain, Mark",The Gilded Age: A Tale of Today,Dont you think we want Cuba Mr Hawkins I think we want it bad said Washington,40558,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Dont you think we want Cuba Mr Hawkins I think we want it bad said Washington,40558,Cuba,location
"Twain, Mark",The Gilded Age: A Tale of Today,Weve got to round out our territory and Washingtons further observations were broken off by Laura who whisked him off to another part of the room and reminded him that they must make their adieux,40561,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,But as the gentleman turned and she saw his full face Laura put out her hand and clutched Washingtons arm to prevent herself from falling,40571,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington who was not minding anything as usual looked round in wonder,40572,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Its who asked Washington when they had gained the carriage,40578,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,How all Washington would gather up its virtuous skirts and avoid me if it knew,40602,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington never heard any noise of any kind after his eyes were shut,40636,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,But she thought she would feel safer if Washington would let her take one of his pistols,40649,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington brought her one of his revolvers and instructed her in the art of loading and firing it,40650,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Though society in Washington is mixed we have a little of everything,40655,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Before we came to Washington I thought rebels would look unlike other people,40658,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Yes heres his cardLouisiana,40672,Louisiana,location
"Twain, Mark",The Gilded Age: A Tale of Today,It was in a round hand unlike her flowing style and it was directed to a number and street in Georgetown A Lady at Senator Dilworthys would like to see Col George Selby on business connected with the Cotton Claims,40675,Georgetown,location
"Twain, Mark",The Gilded Age: A Tale of Today,Col Selby had just come to Washington and taken lodgings in Georgetown,40678,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Col Selby had just come to Washington and taken lodgings in Georgetown,40678,Georgetown,location
"Twain, Mark",The Gilded Age: A Tale of Today,There were many others in Washington on the same errand some of them with claims as difficult to establish as his,40680,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,The owner must be a man of great wealth the Colonel thought perhaps who knows said he with a smile he may have got some of my cotton in exchange for salt and quinine after the capture of New Orleans,40684,New Orleans,location
"Twain, Mark",The Gilded Age: A Tale of Today,As this thought passed through his mind he was looking at the remarkable figure of the Hero of New Orleans holding itself by main strength from sliding off the back of the rearing bronze horse and lifting its hat in the manner of one who acknowledges the playing of that martial air See the Conquering Hero Comes Gad said the Colonel to himself Old Hickory ought to get down and give his seat to Gen Sutlerbut theyd have to tie him on,40685,New Orleans,location
"Twain, Mark",The Gilded Age: A Tale of Today,Or he added as his thoughts took a new turn I wish my wife was in New Orleans,40814,New Orleans,location
"Twain, Mark",The Gilded Age: A Tale of Today,As may be readily believed Col Beriah Sellers was by this time one of the best known men in Washington,40819,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,If he could have been Grand Llama of the United States that might have come the nearest to his idea of a position,40830,United States,location
